id_compra;nit_proveedor;codigo_producto;producto;fecha; costo_unitario ;cantidad
COM0264;800190106-7;12177;AGUJAS PISTOLA PINTAR;15-10-25; 1.200 ;10
COM0265;800176527-8;11700;"ADAPTADOR MACHO DE 1/2"" PVC LEO";09-10-25; 1.200 ;20
COM0266;800122211-1;11685;ACOPLE CAUCHO SUELTO LICUADORA OSTER;30-04-25; 1.200 ;50
COM0267;800081474-6;10044;ALAMBRE CENTELSA N 10 NEGRO;27-04-26; 1.200 ;50
COM0268;800013579-1;10001;ABRAZADERA 1/2 ECONOMICA;12-04-25; 1.200 ;50
COM0269;800162948-7;10044;ALAMBRE CENTELSA N 10 NEGRO;12-12-25; 1.200 ;100
COM0270;800095053-3;11058;ACOPLE SANITARIO GRIVAL 40 CMS;29-08-25; 1.200 ;50
COM0271;800027158-6;10039;ALAMBRE CENTELSA N  8 ROJO;24-04-26; 1.200 ;20
COM0272;800108632-3;11830;ALQUITRAN POR KILO;08-10-25; 1.200 ;10
COM0273;800040737-0;10038;ALAMBRE CENTELSA N  8 NEGRO;11-01-25; 1.200 ;100
COM0274;800013579-1;10061;ALICATE 6 NARANJA DSF-6049;19-07-25; 1.200 ;100
COM0275;800176527-8;10019;ACOPLE LAVAMANO CORTO  CARDENAS;09-12-25; 1.200 ;100
COM0276;800176527-8;10041;ALAMBRE CENTELSA N 10 AMARILLO;29-10-25; 1.200 ;100
COM0277;800190106-7;10038;ALAMBRE CENTELSA N  8 NEGRO;11-05-26; 1.200 ;10
COM0278;800108632-3;10038;ALAMBRE CENTELSA N  8 NEGRO;28-04-25; 1.200 ;20
COM0279;800108632-3;10027;AEROGRAFO F75 400 ML DSF-1499;07-04-26; 1.200 ;50
COM0280;800162948-7;11701;"ADAPTADOR MACHO DE 3/4"" PVC LEO";14-02-25; 1.200 ;10
COM0281;800108632-3;10054;ALAMBRE CENTELSA N 14 AZUL;16-09-25; 1.200 ;10
COM0282;800000000-2;11072;ACOPLE SANITARIO GRIVAL LARGO 55;14-02-26; 1.200 ;100
COM0283;800190106-7;10023;ACOPLE SANITARIO CORTO CARDENAS;25-02-25; 1.200 ;20
COM0284;800013579-1;10062;ALICATE 8 NARANJA DSF-6050;21-11-25; 1.200 ;20
COM0285;800135790-2;10064;ALICATE STANLEY N 8 84-023;05-02-26; 1.200 ;50
COM0286;800040737-0;10056;ALAMBRE CENTELSA N 14 NEGRO;21-01-26; 1.200 ;50
COM0287;800040737-0;12240;ACOPLE PASTA SAMURAY ECONOMICO;05-04-26; 1.200 ;100
COM0288;800040737-0;10041;ALAMBRE CENTELSA N 10 AMARILLO;26-08-25; 1.200 ;100
COM0289;800054316-5;10016;ACEITE USA1 X 30 CC;18-04-25; 1.200 ;10
COM0290;800162948-7;10041;ALAMBRE CENTELSA N 10 AMARILLO;04-03-25; 1.200 ;20
COM0291;800149369-2;11072;ACOPLE SANITARIO GRIVAL LARGO 55;02-11-25; 1.200 ;10
COM0292;800149369-2;10046;ALAMBRE CENTELSA N 10 VERDE;17-05-25; 1.200 ;50
COM0293;800095053-3;10059;ALCOHOL INDUSTRIAL X 500;28-03-25; 1.200 ;10
COM0294;800135790-2;11700;"ADAPTADOR MACHO DE 1/2"" PVC LEO";12-06-25; 1.200 ;100
COM0295;800040737-0;11700;"ADAPTADOR MACHO DE 1/2"" PVC LEO";25-11-25; 1.200 ;100
COM0296;800027158-6;10020;ACOPLE LAVAMANOS CARDENAS LARGO;15-04-26; 1.200 ;50
COM0297;800135790-2;10987;AGUA STOP PINES SAPITO GERFOR 580051;20-04-25; 1.200 ;10
COM0298;800108632-3;10026;ACRONAL  DE GALON;04-05-26; 1.200 ;50
COM0299;800176527-8;10016;ACEITE USA1 X 30 CC;26-10-25; 1.200 ;20
COM0300;800176527-8;12596;ADAPTADOR DE 1/2 EMT;22-11-25; 1.200 ;10
COM0301;800040737-0;11703;"ADAPTADOR MACHO DE 11/2"" PVC LEO";25-05-25; 1.200 ;10
COM0302;800190106-7;11698;"ADAPTADOR HEMBRA  1/2"" LEO PRECION";20-03-25; 1.200 ;50
COM0303;800040737-0;12187;ACOPLE RAPIDO PISTOLA PINTAR;31-10-25; 1.200 ;20
COM0304;800108632-3;10061;ALICATE 6 NARANJA DSF-6049;05-03-25; 1.200 ;50
COM0305;800081474-6;10057;ALAMBRE CENTELSA N 14 ROJO;28-07-25; 1.200 ;100
COM0306;800108632-3;10054;ALAMBRE CENTELSA N 14 AZUL;09-03-26; 1.200 ;20
COM0307;800054316-5;11059;AGUA STOP CAUCHO GRIVAL;30-03-26; 1.200 ;20
COM0308;800095053-3;11699;ADAPTADOR HEMBRA DE 3/4 PVC LEO;10-02-26; 1.200 ;20
COM0309;800108632-3;11830;ALQUITRAN POR KILO;15-10-25; 1.200 ;10
COM0310;800122211-1;11057;ACOPLE LAVAMANOS GRIVAL 40CMS;13-10-25; 1.200 ;100
COM0311;800040737-0;12178;ACOPLE RAPIDO PISTOLA PINTAR JUEGO X 5;01-11-25; 1.200 ;20
COM0312;800135790-2;12188;ACOPLE RAPIDO PISTOLA X 2 DORADO DSF-6035;01-03-26; 1.200 ;10
COM0313;800122211-1;10033;ALAMBRE PUA C16 X 200MT CORSAN;10-01-25; 1.200 ;20
COM0314;800095053-3;12240;ACOPLE PASTA SAMURAY ECONOMICO;07-05-26; 1.200 ;100
COM0315;800122211-1;11059;AGUA STOP CAUCHO GRIVAL;04-04-26; 1.200 ;20
COM0316;800000000-2;10060;ALICATE  BICOLOR N 8;19-12-25; 1.200 ;100
COM0317;800000000-2;10029;AEROGRAFO X 125 ML CHORRO DSF-1505 K3;09-12-25; 1.200 ;20
COM0318;800000000-2;12177;AGUJAS PISTOLA PINTAR;14-11-25; 1.200 ;50
COM0319;800176527-8;10033;ALAMBRE PUA C16 X 200MT CORSAN;01-08-25; 1.200 ;10
COM0320;800162948-7;10024;ACOPLE SANITARIO GRIPLAS;05-09-25; 1.200 ;10
COM0321;800054316-5;10054;ALAMBRE CENTELSA N 14 AZUL;15-04-25; 1.200 ;20
COM0322;800122211-1;10021;ACOPLE LAVAMANOS GRIPLAS;22-06-25; 1.200 ;50
COM0323;800054316-5;10037;ALAMBRE CENTELSA N  8 BLANCO;03-04-26; 1.200 ;10
COM0324;800149369-2;10987;AGUA STOP PINES SAPITO GERFOR 580051;22-09-25; 1.200 ;50
COM0325;800176527-8;12240;ACOPLE PASTA SAMURAY ECONOMICO;20-04-26; 1.200 ;100
COM0326;800054316-5;10031;ALAMBRE PUA C 14 X 500MT;29-08-25; 1.200 ;10
COM0327;800000000-2;10032;ALAMBRE PUA  C14 X 350MT CORSAN;14-05-25; 1.200 ;100
COM0328;800135790-2;10038;ALAMBRE CENTELSA N  8 NEGRO;09-04-25; 1.200 ;50
COM0329;800135790-2;10015;ABRAZADERA TITAN 31/2A45/16 40-56;14-03-25; 1.200 ;20
COM0330;800054316-5;11696;ADAPTADOR PVC ALARGE 1/2 X 3/8;27-05-25; 1.200 ;50
COM0331;800081474-6;10040;ALAMBRE CENTELSA N  8 VERDE;16-03-25; 1.200 ;10
COM0332;800040737-0;10025;ACRONAL  DE 1/4;24-12-25; 1.200 ;100
COM0333;800135790-2;10050;ALAMBRE CENTELSA N 12 NEGRO;20-06-25; 1.200 ;50
COM0334;800122211-1;10012;ABRAZADERA TITAN  2A2-3/8 40-36;16-04-26; 1.200 ;20
COM0335;800190106-7;10064;ALICATE STANLEY N 8 84-023;10-06-25; 1.200 ;20
COM0336;800190106-7;10061;ALICATE 6 NARANJA DSF-6049;11-06-25; 1.200 ;100
COM0337;800122211-1;11700;"ADAPTADOR MACHO DE 1/2"" PVC LEO";29-06-25; 1.200 ;100
COM0338;800027158-6;11057;ACOPLE LAVAMANOS GRIVAL 40CMS;08-02-26; 1.200 ;20
COM0339;800122211-1;11071;ACOPLE LAVAMANOS GRIVAL LARGO 60;28-04-26; 1.200 ;10
COM0340;800149369-2;10045;ALAMBRE CENTELSA N 10 ROJO;07-06-25; 1.200 ;100
COM0341;800162948-7;10021;ACOPLE LAVAMANOS GRIPLAS;15-06-25; 1.200 ;50
COM0342;800176527-8;10021;ACOPLE LAVAMANOS GRIPLAS;15-06-25; 1.200 ;20
COM0343;800054316-5;10007;ABRAZADERA TITAN 29/32A1-3/8 40-16;04-05-25; 1.200 ;50
COM0344;800054316-5;10039;ALAMBRE CENTELSA N  8 ROJO;06-04-26; 1.200 ;100
COM0345;800081474-6;10042;ALAMBRE CENTELSA N 10 AZUL;03-04-26; 1.200 ;50
COM0346;800095053-3;11057;ACOPLE LAVAMANOS GRIVAL 40CMS;24-03-26; 1.200 ;20
COM0347;800190106-7;11685;ACOPLE CAUCHO SUELTO LICUADORA OSTER;24-12-25; 1.200 ;10
COM0348;800108632-3;10012;ABRAZADERA TITAN  2A2-3/8 40-36;08-08-25; 1.200 ;50
COM0349;800149369-2;10011;ABRAZADERA TITAN 13/4A21/2  40-32;02-02-25; 1.200 ;20
COM0350;800162948-7;11072;ACOPLE SANITARIO GRIVAL LARGO 55;25-03-26; 1.200 ;100
COM0351;800067895-0;10879;ADAPTADOR MACHO 1/2 X 16MM PE AL PE;17-02-25; 1.200 ;50
COM0352;800095053-3;10009;ABRAZADERA TITAN 11/8A17/8  40-24;14-03-26; 1.200 ;100
COM0353;800054316-5;10022;ACOPLE SANITARIO CARDENAS LARGO;27-09-25; 1.200 ;10
COM0354;800135790-2;10038;ALAMBRE CENTELSA N  8 NEGRO;29-03-25; 1.200 ;10
COM0355;800027158-6;10038;ALAMBRE CENTELSA N  8 NEGRO;27-06-25; 1.200 ;100
COM0356;800095053-3;10016;ACEITE USA1 X 30 CC;01-03-26; 1.200 ;10
COM0357;800027158-6;10044;ALAMBRE CENTELSA N 10 NEGRO;17-10-25; 1.200 ;10
COM0358;800149369-2;11698;"ADAPTADOR HEMBRA  1/2"" LEO PRECION";16-09-25; 1.200 ;50
COM0359;800067895-0;10036;ALAMBRE CENTELSA N  8 AZUL;03-03-26; 1.200 ;10
COM0360;800000000-2;10001;ABRAZADERA 1/2 ECONOMICA;04-03-25; 1.200 ;10
COM0361;800108632-3;10022;ACOPLE SANITARIO CARDENAS LARGO;30-04-25; 1.200 ;10
COM0362;800027158-6;11942;AGUA STOP CAUCHO GRIPLAS;16-05-25; 1.200 ;10
COM0363;800013579-1;10045;ALAMBRE CENTELSA N 10 ROJO;01-01-25; 1.200 ;100
COM0364;800108632-3;10064;ALICATE STANLEY N 8 84-023;03-10-25; 1.200 ;20
COM0365;800122211-1;10027;AEROGRAFO F75 400 ML DSF-1499;02-03-26; 1.200 ;20
COM0366;800149369-2;11830;ALQUITRAN POR KILO;06-07-25; 1.200 ;100
COM0367;800190106-7;10018;ACIDO CORRIENTE X 480;09-10-25; 1.200 ;100
COM0368;800176527-8;10061;ALICATE 6 NARANJA DSF-6049;12-02-25; 1.200 ;100
COM0369;800176527-8;10003;ABRAZADERA TITAN 5/16A5/8 - 3/8  10-04;01-03-25; 1.200 ;50
COM0370;800040737-0;10057;ALAMBRE CENTELSA N 14 ROJO;08-01-25; 1.200 ;20
COM0371;800108632-3;10033;ALAMBRE PUA C16 X 200MT CORSAN;05-03-26; 1.200 ;100
COM0372;800081474-6;10053;ALAMBRE CENTELSA N 14 AMARILLO;27-03-25; 1.200 ;100
COM0373;800067895-0;11703;"ADAPTADOR MACHO DE 11/2"" PVC LEO";23-04-25; 1.200 ;50
COM0374;800081474-6;10035;ALAMBRE CENTELSA N  8 AMARILLO;12-05-26; 1.200 ;10
COM0375;800081474-6;10019;ACOPLE LAVAMANO CORTO  CARDENAS;05-03-26; 1.200 ;50
COM0376;800176527-8;10021;ACOPLE LAVAMANOS GRIPLAS;19-10-25; 1.200 ;100
COM0377;800040737-0;10024;ACOPLE SANITARIO GRIPLAS;29-09-25; 1.200 ;100
COM0378;800108632-3;11941;AGUA STOP AHORRADOR PLASTIG;09-05-25; 1.200 ;10
COM0379;800040737-0;11700;"ADAPTADOR MACHO DE 1/2"" PVC LEO";25-04-25; 1.200 ;20
COM0380;800081474-6;10023;ACOPLE SANITARIO CORTO CARDENAS;28-07-25; 1.200 ;20
COM0381;800176527-8;10050;ALAMBRE CENTELSA N 12 NEGRO;20-12-25; 1.200 ;100
COM0382;800040737-0;10018;ACIDO CORRIENTE X 480;13-04-25; 1.200 ;10
COM0383;800000000-2;10987;AGUA STOP PINES SAPITO GERFOR 580051;08-01-26; 1.200 ;10
COM0384;800013579-1;12242;ACOPLE SAMURAY PREMIER AMARILLO;08-05-25; 1.200 ;10
COM0385;800081474-6;10023;ACOPLE SANITARIO CORTO CARDENAS;06-08-25; 1.200 ;10
COM0386;800040737-0;11941;AGUA STOP AHORRADOR PLASTIG;05-09-25; 1.200 ;100
COM0387;800081474-6;11057;ACOPLE LAVAMANOS GRIVAL 40CMS;27-04-25; 1.200 ;100
COM0388;800027158-6;10014;ABRAZADERA TITAN 2-3/8A3-1/8  40-44;29-03-26; 1.200 ;20
COM0389;800149369-2;10010;ABRAZADERA TITAN 11/4A2 40-28;05-03-26; 1.200 ;100
COM0390;800162948-7;10002;ABRAZADERA TITAN 5/16-15/32 10-00;03-08-25; 1.200 ;100
COM0391;800067895-0;10017;ACEITE USA1 X 70 CC;05-02-26; 1.200 ;10
COM0392;800013579-1;11830;ALQUITRAN POR KILO;21-05-25; 1.200 ;20
COM0393;800000000-2;11704;"ADAPTADOR MACHO DE 2"" PVC LEO";25-03-25; 1.200 ;10
COM0394;800013579-1;10042;ALAMBRE CENTELSA N 10 AZUL;19-12-25; 1.200 ;50
COM0395;800122211-1;10012;ABRAZADERA TITAN  2A2-3/8 40-36;03-05-26; 1.200 ;10
COM0396;800135790-2;10031;ALAMBRE PUA C 14 X 500MT;13-06-25; 1.200 ;100
COM0397;800081474-6;11060;AGUA STOP PASTA GRIVAL;13-03-25; 1.200 ;10
COM0398;800095053-3;10056;ALAMBRE CENTELSA N 14 NEGRO;04-06-25; 1.200 ;100
COM0399;800190106-7;10015;ABRAZADERA TITAN 31/2A45/16 40-56;19-11-25; 1.200 ;10
COM0400;800162948-7;12240;ACOPLE PASTA SAMURAY ECONOMICO;29-06-25; 1.200 ;50
COM0401;800135790-2;10084;AGUAMONIACO  FRASCO X 480;19-05-25; 1.200 ;50
COM0402;800135790-2;10050;ALAMBRE CENTELSA N 12 NEGRO;12-05-25; 1.200 ;50
COM0403;800081474-6;10023;ACOPLE SANITARIO CORTO CARDENAS;01-06-25; 1.200 ;50
COM0404;800081474-6;10040;ALAMBRE CENTELSA N  8 VERDE;23-09-25; 1.200 ;50
COM0405;800135790-2;11685;ACOPLE CAUCHO SUELTO LICUADORA OSTER;11-02-25; 1.200 ;10
COM0406;800040737-0;10050;ALAMBRE CENTELSA N 12 NEGRO;14-01-25; 1.200 ;20
COM0407;800067895-0;11060;AGUA STOP PASTA GRIVAL;27-02-26; 1.200 ;10
COM0408;800190106-7;11697;"ADAPTADOR HEMBRA DE 1"" PVC LEO";13-05-26; 1.200 ;50
COM0409;800027158-6;11704;"ADAPTADOR MACHO DE 2"" PVC LEO";27-02-25; 1.200 ;50
COM0410;800054316-5;10002;ABRAZADERA TITAN 5/16-15/32 10-00;04-05-26; 1.200 ;20
COM0411;800000000-2;11698;"ADAPTADOR HEMBRA  1/2"" LEO PRECION";13-10-25; 1.200 ;50
COM0412;800108632-3;10047;ALAMBRE CENTELSA N 12 AMARILLO;16-06-25; 1.200 ;50
COM0413;800027158-6;10012;ABRAZADERA TITAN  2A2-3/8 40-36;18-09-25; 1.200 ;10
COM0414;800162948-7;10051;ALAMBRE CENTELSA N 12 ROJO;22-04-25; 1.200 ;50
COM0415;800149369-2;10031;ALAMBRE PUA C 14 X 500MT;19-01-26; 1.200 ;50
COM0416;800149369-2;11943;AGUA STOP PLASTGRIFOS;28-09-25; 1.200 ;10
COM0417;800162948-7;10023;ACOPLE SANITARIO CORTO CARDENAS;13-03-26; 1.200 ;100
COM0418;800190106-7;10024;ACOPLE SANITARIO GRIPLAS;15-12-25; 1.200 ;20
COM0419;800081474-6;10046;ALAMBRE CENTELSA N 10 VERDE;18-03-26; 1.200 ;20
COM0420;800081474-6;10015;ABRAZADERA TITAN 31/2A45/16 40-56;16-07-25; 1.200 ;20
COM0421;800040737-0;10029;AEROGRAFO X 125 ML CHORRO DSF-1505 K3;28-10-25; 1.200 ;50
COM0422;800135790-2;12241;ACOPLE SAMURAY CAUCHO ECONOMICO;23-10-25; 1.200 ;20
COM0423;800190106-7;11943;AGUA STOP PLASTGRIFOS;16-06-25; 1.200 ;20
COM0424;800040737-0;11703;"ADAPTADOR MACHO DE 11/2"" PVC LEO";10-07-25; 1.200 ;50
COM0425;800162948-7;10029;AEROGRAFO X 125 ML CHORRO DSF-1505 K3;30-10-25; 1.200 ;20
COM0426;800027158-6;10037;ALAMBRE CENTELSA N  8 BLANCO;18-05-25; 1.200 ;20
COM0427;800000000-2;10044;ALAMBRE CENTELSA N 10 NEGRO;18-12-25; 1.200 ;100
COM0428;800095053-3;10058;ALAMBRE CENTELSA N 14 VERDE;02-03-25; 1.200 ;10
COM0429;800054316-5;11696;ADAPTADOR PVC ALARGE 1/2 X 3/8;02-11-25; 1.200 ;50
COM0430;800040737-0;10035;ALAMBRE CENTELSA N  8 AMARILLO;22-04-25; 1.200 ;100
COM0431;800108632-3;12597;ADAPTADOR DE 3/4 EMT;09-02-25; 1.200 ;100
COM0432;800135790-2;10021;ACOPLE LAVAMANOS GRIPLAS;21-02-25; 1.200 ;50
COM0433;800013579-1;10046;ALAMBRE CENTELSA N 10 VERDE;16-03-26; 1.200 ;100
COM0434;800054316-5;11703;"ADAPTADOR MACHO DE 11/2"" PVC LEO";11-04-26; 1.200 ;10
COM0435;800176527-8;10044;ALAMBRE CENTELSA N 10 NEGRO;29-11-25; 1.200 ;20
COM0436;800149369-2;12188;ACOPLE RAPIDO PISTOLA X 2 DORADO DSF-6035;10-10-25; 1.200 ;100
COM0437;800176527-8;10022;ACOPLE SANITARIO CARDENAS LARGO;25-07-25; 1.200 ;10
COM0438;800067895-0;10020;ACOPLE LAVAMANOS CARDENAS LARGO;05-10-25; 1.200 ;20
COM0439;800135790-2;10049;ALAMBRE CENTELSA N 12 BLANCO;22-04-26; 1.200 ;100
COM0440;800027158-6;10015;ABRAZADERA TITAN 31/2A45/16 40-56;30-10-25; 1.200 ;100
COM0441;800162948-7;10030;AEROGRAFO X 150 ML ABANICO HOPEX F2;17-12-25; 1.200 ;100
COM0442;800095053-3;11058;ACOPLE SANITARIO GRIVAL 40 CMS;07-01-26; 1.200 ;50
COM0443;800149369-2;10046;ALAMBRE CENTELSA N 10 VERDE;20-01-25; 1.200 ;10
COM0444;800122211-1;10049;ALAMBRE CENTELSA N 12 BLANCO;05-04-26; 1.200 ;10
COM0445;800190106-7;10013;ABRAZADERA TITAN 23/8A31/8  40-40;04-01-25; 1.200 ;10
COM0446;800135790-2;10022;ACOPLE SANITARIO CARDENAS LARGO;28-04-25; 1.200 ;20
COM0447;800027158-6;10010;ABRAZADERA TITAN 11/4A2 40-28;10-04-25; 1.200 ;50
COM0448;800054316-5;10062;ALICATE 8 NARANJA DSF-6050;18-09-25; 1.200 ;50
COM0449;800013579-1;10036;ALAMBRE CENTELSA N  8 AZUL;19-05-25; 1.200 ;50
COM0450;800054316-5;12240;ACOPLE PASTA SAMURAY ECONOMICO;19-03-25; 1.200 ;50
COM0451;800027158-6;11058;ACOPLE SANITARIO GRIVAL 40 CMS;22-11-25; 1.200 ;10
COM0452;800081474-6;10058;ALAMBRE CENTELSA N 14 VERDE;16-03-25; 1.200 ;20
COM0453;800176527-8;10878;ADAPTADOR HEMBRA 1/2 X 16MM PE AL PE;25-08-25; 1.200 ;50
COM0454;800135790-2;12178;ACOPLE RAPIDO PISTOLA PINTAR JUEGO X 5;02-07-25; 1.200 ;10
COM0455;800027158-6;10010;ABRAZADERA TITAN 11/4A2 40-28;05-12-25; 1.200 ;100
COM0456;800067895-0;10032;ALAMBRE PUA  C14 X 350MT CORSAN;14-05-25; 1.200 ;50
COM0457;800081474-6;11058;ACOPLE SANITARIO GRIVAL 40 CMS;27-01-25; 1.200 ;10
COM0458;800176527-8;10031;ALAMBRE PUA C 14 X 500MT;18-02-26; 1.200 ;10
COM0459;800040737-0;10028;AEROGRAFO LAPICERO X 4 HOPEX PROFESI;07-03-26; 1.200 ;50
COM0460;800027158-6;11059;AGUA STOP CAUCHO GRIVAL;27-02-25; 1.200 ;10
COM0461;800095053-3;10008;ABRAZADERA TITAN 1A19/16 40-20;14-01-26; 1.200 ;50
COM0462;800040737-0;10002;ABRAZADERA TITAN 5/16-15/32 10-00;15-02-26; 1.200 ;10
COM0463;800176527-8;10006;ABRAZADERA TITAN 3/4A1 40-12;01-01-25; 1.200 ;100
COM0464;800081474-6;10009;ABRAZADERA TITAN 11/8A17/8  40-24;12-12-25; 1.200 ;10
COM0465;800040737-0;12596;ADAPTADOR DE 1/2 EMT;03-03-26; 1.200 ;100
COM0466;800149369-2;10037;ALAMBRE CENTELSA N  8 BLANCO;20-02-25; 1.200 ;10
COM0467;800162948-7;12241;ACOPLE SAMURAY CAUCHO ECONOMICO;22-02-25; 1.200 ;100
COM0468;800081474-6;10060;ALICATE  BICOLOR N 8;24-03-26; 1.200 ;50
COM0469;800054316-5;10031;ALAMBRE PUA C 14 X 500MT;23-02-25; 1.200 ;10
COM0470;800108632-3;12187;ACOPLE RAPIDO PISTOLA PINTAR;27-01-25; 1.200 ;10
COM0471;800013579-1;10059;ALCOHOL INDUSTRIAL X 500;20-04-25; 1.200 ;20
COM0472;800108632-3;10025;ACRONAL  DE 1/4;13-01-25; 1.200 ;20
COM0473;800027158-6;10040;ALAMBRE CENTELSA N  8 VERDE;24-08-25; 1.200 ;50
COM0474;800176527-8;10053;ALAMBRE CENTELSA N 14 AMARILLO;23-04-26; 1.200 ;20
COM0475;800108632-3;10050;ALAMBRE CENTELSA N 12 NEGRO;11-12-25; 1.200 ;10
COM0476;800000000-2;10022;ACOPLE SANITARIO CARDENAS LARGO;04-10-25; 1.200 ;20
COM0477;800013579-1;10024;ACOPLE SANITARIO GRIPLAS;30-07-25; 1.200 ;100
COM0478;800095053-3;10005;ABRAZADERA TITAN 1/2A3/4  40-06;14-03-26; 1.200 ;100
COM0479;800067895-0;10032;ALAMBRE PUA  C14 X 350MT CORSAN;15-06-25; 1.200 ;10
COM0480;800176527-8;10026;ACRONAL  DE GALON;14-05-26; 1.200 ;20
COM0481;800040737-0;12187;ACOPLE RAPIDO PISTOLA PINTAR;17-03-25; 1.200 ;100
COM0482;800067895-0;11685;ACOPLE CAUCHO SUELTO LICUADORA OSTER;09-09-25; 1.200 ;50
COM0483;800190106-7;10001;ABRAZADERA 1/2 ECONOMICA;03-06-25; 1.200 ;10
COM0484;800027158-6;10051;ALAMBRE CENTELSA N 12 ROJO;19-12-25; 1.200 ;20
COM0485;800190106-7;11059;AGUA STOP CAUCHO GRIVAL;20-05-25; 1.200 ;10
COM0486;800108632-3;11702;"ADAPTADOR MACHO DE 1"" LEO";09-01-25; 1.200 ;10
COM0487;800013579-1;11059;AGUA STOP CAUCHO GRIVAL;27-11-25; 1.200 ;50
COM0488;800027158-6;10001;ABRAZADERA 1/2 ECONOMICA;17-06-25; 1.200 ;20
COM0489;800176527-8;12177;AGUJAS PISTOLA PINTAR;22-03-26; 1.200 ;50
COM0490;800081474-6;11072;ACOPLE SANITARIO GRIVAL LARGO 55;26-10-25; 1.200 ;10
COM0491;800095053-3;10025;ACRONAL  DE 1/4;15-10-25; 1.200 ;10
COM0492;800013579-1;10050;ALAMBRE CENTELSA N 12 NEGRO;30-07-25; 1.200 ;100
COM0493;800122211-1;11697;"ADAPTADOR HEMBRA DE 1"" PVC LEO";09-05-26; 1.200 ;10
COM0494;800135790-2;10986;AGUA STOP ARGOLLA GERFOR 581140;11-03-25; 1.200 ;100
COM0495;800067895-0;10011;ABRAZADERA TITAN 13/4A21/2  40-32;12-09-25; 1.200 ;20
COM0496;800040737-0;10055;ALAMBRE CENTELSA N 14 BLANCO;03-03-25; 1.200 ;50
COM0497;800054316-5;10027;AEROGRAFO F75 400 ML DSF-1499;02-09-25; 1.200 ;50
COM0498;800122211-1;12178;ACOPLE RAPIDO PISTOLA PINTAR JUEGO X 5;13-07-25; 1.200 ;50
COM0499;800000000-2;10025;ACRONAL  DE 1/4;23-08-25; 1.200 ;20
COM0500;800122211-1;11697;"ADAPTADOR HEMBRA DE 1"" PVC LEO";16-04-26; 1.200 ;50
COM0501;800000000-2;11702;"ADAPTADOR MACHO DE 1"" LEO";17-04-25; 1.200 ;20
COM0502;800190106-7;10024;ACOPLE SANITARIO GRIPLAS;12-08-25; 1.200 ;10
COM0503;800040737-0;10879;ADAPTADOR MACHO 1/2 X 16MM PE AL PE;16-06-25; 1.200 ;10
COM0504;800054316-5;10017;ACEITE USA1 X 70 CC;29-03-26; 1.200 ;50
COM0505;800162948-7;10042;ALAMBRE CENTELSA N 10 AZUL;06-08-25; 1.200 ;100
COM0506;800013579-1;10012;ABRAZADERA TITAN  2A2-3/8 40-36;17-01-25; 1.200 ;20
COM0507;800000000-2;10020;ACOPLE LAVAMANOS CARDENAS LARGO;26-08-25; 1.200 ;10
COM0508;800149369-2;12242;ACOPLE SAMURAY PREMIER AMARILLO;27-03-26; 1.200 ;20
COM0509;800149369-2;11703;"ADAPTADOR MACHO DE 11/2"" PVC LEO";03-04-26; 1.200 ;50
COM0510;800000000-2;12178;ACOPLE RAPIDO PISTOLA PINTAR JUEGO X 5;06-06-25; 1.200 ;10
COM0511;800149369-2;10023;ACOPLE SANITARIO CORTO CARDENAS;02-08-25; 1.200 ;50
COM0512;800108632-3;10025;ACRONAL  DE 1/4;03-05-25; 1.200 ;100
COM0513;800013579-1;10029;AEROGRAFO X 125 ML CHORRO DSF-1505 K3;21-07-25; 1.200 ;50
COM0514;800067895-0;10046;ALAMBRE CENTELSA N 10 VERDE;18-02-25; 1.200 ;10
COM0515;800095053-3;10024;ACOPLE SANITARIO GRIPLAS;17-11-25; 1.200 ;50
COM0516;800176527-8;12241;ACOPLE SAMURAY CAUCHO ECONOMICO;06-04-26; 1.200 ;20
COM0517;800095053-3;10041;ALAMBRE CENTELSA N 10 AMARILLO;18-08-25; 1.200 ;10
COM0518;800122211-1;11942;AGUA STOP CAUCHO GRIPLAS;22-04-25; 1.200 ;20
COM0519;800013579-1;10055;ALAMBRE CENTELSA N 14 BLANCO;06-02-25; 1.200 ;100
COM0520;800190106-7;10061;ALICATE 6 NARANJA DSF-6049;10-01-25; 1.200 ;100
COM0521;800067895-0;10036;ALAMBRE CENTELSA N  8 AZUL;28-03-25; 1.200 ;100
COM0522;800095053-3;10035;ALAMBRE CENTELSA N  8 AMARILLO;02-12-25; 1.200 ;100
COM0523;800067895-0;11071;ACOPLE LAVAMANOS GRIVAL LARGO 60;16-04-26; 1.200 ;50
COM0524;800000000-2;10023;ACOPLE SANITARIO CORTO CARDENAS;04-10-25; 1.200 ;50
COM0525;800108632-3;10010;ABRAZADERA TITAN 11/4A2 40-28;10-10-25; 1.200 ;100
COM0526;800135790-2;10020;ACOPLE LAVAMANOS CARDENAS LARGO;02-09-25; 1.200 ;10
COM0527;800054316-5;10014;ABRAZADERA TITAN 2-3/8A3-1/8  40-44;27-01-26; 1.200 ;10
COM0528;800013579-1;11704;"ADAPTADOR MACHO DE 2"" PVC LEO";05-02-25; 1.200 ;20
COM0529;800054316-5;10987;AGUA STOP PINES SAPITO GERFOR 580051;06-06-25; 1.200 ;100
COM0530;800040737-0;10016;ACEITE USA1 X 30 CC;08-07-25; 1.200 ;10
