id_venta;id_cliente;codigo_producto;producto;vendedor;fecha;cantidad; precio_venta_unitario ;descuento; total_neto ; utilidad ;forma_pago
VEN00684;CLI059;10084;AGUAMONIACO  FRASCO X 480;Milena Restrepo;5/08/2025;5;3800;950;18050;12050;Efectivo
VEN00685;CLI185;11071;ACOPLE LAVAMANOS GRIVAL LARGO 60;Milena Restrepo;29/09/2025;1;2000;0;2000;800;Efectivo
VEN00686;CLI257;11697;"ADAPTADOR HEMBRA DE 1"" PVC LEO";Andrés Cardona;31/10/2025;5;2000;1000;9000;3000;Transferencia
VEN00687;CLI224;11697;"ADAPTADOR HEMBRA DE 1"" PVC LEO";Carlos Mario Hoyos;20/05/2025;5;2000;0;10000;4000;Transferencia
VEN00688;CLI094;10987;AGUA STOP PINES SAPITO GERFOR 580051;Diana Tobón;14/10/2025;1;2000;0;2000;800;Transferencia
VEN00689;CLI156;10026;ACRONAL  DE GALON;Diana Tobón;30/08/2025;3;2000;300;5700;2100;Transferencia
VEN00690;CLI209;11942;AGUA STOP CAUCHO GRIPLAS;Carlos Mario Hoyos;11/05/2026;1;2000;0;2000;800;Efectivo
VEN00691;CLI079;10063;ALICATE FOCCI 8,5 DSF-1684;Diana Tobón;28/06/2025;3;2000;600;5400;1800;Efectivo
VEN00692;CLI165;10018;ACIDO CORRIENTE X 480;Andrés Cardona;25/04/2026;5;2000;0;10000;4000;Efectivo
VEN00693;CLI191;11941;AGUA STOP AHORRADOR PLASTIG;Diana Tobón;11/01/2025;5;2000;500;9500;3500;Transferencia
VEN00694;CLI248;12178;ACOPLE RAPIDO PISTOLA PINTAR JUEGO X 5;Carlos Mario Hoyos;23/12/2025;3;2000;300;5700;2100;Transferencia
VEN00695;CLI144;10043;ALAMBRE CENTELSA N 10 BLANCO;Carlos Mario Hoyos;26/01/2025;10;2000;0;20000;8000;Tarjeta
VEN00696;CLI261;10051;ALAMBRE CENTELSA N 12 ROJO;Diana Tobón;16/10/2025;2;2000;0;4000;1600;Tarjeta
VEN00697;CLI169;10015;ABRAZADERA TITAN 31/2A45/16 40-56;Andrés Cardona;21/04/2026;2;2000;0;4000;1600;Transferencia
VEN00698;CLI098;10006;ABRAZADERA TITAN 3/4A1 40-12;Diana Tobón;12/10/2025;1;2000;0;2000;800;Transferencia
VEN00699;CLI055;11703;"ADAPTADOR MACHO DE 11/2"" PVC LEO";Diana Tobón;6/05/2026;1;2000;0;2000;800;Tarjeta
VEN00700;CLI033;10015;ABRAZADERA TITAN 31/2A45/16 40-56;Diana Tobón;14/03/2025;10;2000;0;20000;8000;Tarjeta
VEN00701;CLI242;10017;ACEITE USA1 X 70 CC;Andrés Cardona;2/10/2025;3;2000;0;6000;2400;Transferencia
VEN00702;CLI243;12596;ADAPTADOR DE 1/2 EMT;Diana Tobón;13/12/2025;3;2000;0;6000;2400;Efectivo
VEN00703;CLI191;10005;ABRAZADERA TITAN 1/2A3/4  40-06;Andrés Cardona;12/08/2025;2;2000;200;3800;1400;Tarjeta
VEN00704;CLI269;11059;AGUA STOP CAUCHO GRIVAL;Andrés Cardona;6/01/2026;3;2000;0;6000;2400;Tarjeta
VEN00705;CLI058;10039;ALAMBRE CENTELSA N  8 ROJO;Milena Restrepo;20/11/2025;3;2000;0;6000;2400;Efectivo
VEN00706;CLI178;10062;ALICATE 8 NARANJA DSF-6050;Milena Restrepo;4/03/2026;3;2000;0;6000;2400;Transferencia
VEN00707;CLI279;10023;ACOPLE SANITARIO CORTO CARDENAS;Diana Tobón;24/01/2026;10;2000;0;20000;8000;Tarjeta
VEN00708;CLI124;10058;ALAMBRE CENTELSA N 14 VERDE;Milena Restrepo;21/01/2026;5;2000;0;10000;4000;Transferencia
VEN00709;CLI222;11697;"ADAPTADOR HEMBRA DE 1"" PVC LEO";Milena Restrepo;18/08/2025;3;2000;0;6000;2400;Transferencia
VEN00710;CLI170;10060;ALICATE  BICOLOR N 8;Andrés Cardona;28/04/2026;10;2000;0;20000;8000;Transferencia
VEN00711;CLI105;10879;ADAPTADOR MACHO 1/2 X 16MM PE AL PE;Carlos Mario Hoyos;2/04/2026;1;2000;0;2000;800;Efectivo
VEN00712;CLI068;12240;ACOPLE PASTA SAMURAY ECONOMICO;Diana Tobón;3/06/2025;3;2000;0;6000;2400;Transferencia
VEN00713;CLI112;12240;ACOPLE PASTA SAMURAY ECONOMICO;Diana Tobón;19/04/2026;1;2000;0;2000;800;Efectivo
VEN00714;CLI163;10039;ALAMBRE CENTELSA N  8 ROJO;Diana Tobón;2/09/2025;1;2000;0;2000;800;Efectivo
VEN00715;CLI043;12240;ACOPLE PASTA SAMURAY ECONOMICO;Diana Tobón;13/03/2026;10;2000;0;20000;8000;Transferencia
VEN00716;CLI017;10047;ALAMBRE CENTELSA N 12 AMARILLO;Diana Tobón;30/11/2025;5;2000;0;10000;4000;Transferencia
VEN00717;CLI104;12240;ACOPLE PASTA SAMURAY ECONOMICO;Diana Tobón;13/03/2025;5;2000;500;9500;3500;Efectivo
VEN00718;CLI056;10043;ALAMBRE CENTELSA N 10 BLANCO;Carlos Mario Hoyos;8/03/2026;3;2000;0;6000;2400;Tarjeta
VEN00719;CLI090;10052;ALAMBRE CENTELSA N 12 VERDE;Andrés Cardona;1/09/2025;10;2000;0;20000;8000;Tarjeta
VEN00720;CLI241;11830;ALQUITRAN POR KILO;Diana Tobón;9/12/2025;10;2000;2000;18000;6000;Efectivo
VEN00721;CLI232;10029;AEROGRAFO X 125 ML CHORRO DSF-1505 K3;Milena Restrepo;25/02/2026;3;2000;300;5700;2100;Tarjeta
VEN00722;CLI050;10037;ALAMBRE CENTELSA N  8 BLANCO;Diana Tobón;19/07/2025;1;2000;0;2000;800;Efectivo
VEN00723;CLI170;10061;ALICATE 6 NARANJA DSF-6049;Carlos Mario Hoyos;18/08/2025;5;2000;0;10000;4000;Transferencia
VEN00724;CLI087;10007;ABRAZADERA TITAN 29/32A1-3/8 40-16;Andrés Cardona;21/03/2026;1;2000;0;2000;800;Tarjeta
VEN00725;CLI111;10060;ALICATE  BICOLOR N 8;Diana Tobón;2/02/2026;3;2000;0;6000;2400;Transferencia
VEN00726;CLI241;12187;ACOPLE RAPIDO PISTOLA PINTAR;Diana Tobón;6/06/2025;3;2000;300;5700;2100;Efectivo
VEN00727;CLI240;10016;ACEITE USA1 X 30 CC;Diana Tobón;13/08/2025;1;2000;100;1900;700;Tarjeta
VEN00728;CLI054;10007;ABRAZADERA TITAN 29/32A1-3/8 40-16;Milena Restrepo;31/07/2025;3;2000;0;6000;2400;Tarjeta
VEN00729;CLI288;10019;ACOPLE LAVAMANO CORTO  CARDENAS;Diana Tobón;27/09/2025;2;2000;0;4000;1600;Transferencia
VEN00730;CLI126;10050;ALAMBRE CENTELSA N 12 NEGRO;Diana Tobón;19/11/2025;1;2000;0;2000;800;Transferencia
VEN00731;CLI035;10040;ALAMBRE CENTELSA N  8 VERDE;Carlos Mario Hoyos;1/01/2025;1;2000;0;2000;800;Tarjeta
VEN00732;CLI256;12595;ADAPTADOR DE 1 EMT;Carlos Mario Hoyos;26/01/2025;3;2000;300;5700;2100;Tarjeta
VEN00733;CLI078;10012;ABRAZADERA TITAN  2A2-3/8 40-36;Andrés Cardona;22/04/2026;10;2000;0;20000;8000;Tarjeta
VEN00734;CLI241;11697;"ADAPTADOR HEMBRA DE 1"" PVC LEO";Andrés Cardona;21/07/2025;5;2000;0;10000;4000;Tarjeta
VEN00735;CLI213;10043;ALAMBRE CENTELSA N 10 BLANCO;Diana Tobón;8/12/2025;10;2000;0;20000;8000;Efectivo
VEN00736;CLI031;10029;AEROGRAFO X 125 ML CHORRO DSF-1505 K3;Diana Tobón;24/12/2025;2;2000;0;4000;1600;Transferencia
VEN00737;CLI112;11697;"ADAPTADOR HEMBRA DE 1"" PVC LEO";Andrés Cardona;18/08/2025;1;2000;0;2000;800;Efectivo
VEN00738;CLI234;10045;ALAMBRE CENTELSA N 10 ROJO;Diana Tobón;11/04/2026;2;2000;0;4000;1600;Efectivo
VEN00739;CLI065;10039;ALAMBRE CENTELSA N  8 ROJO;Diana Tobón;23/09/2025;5;2000;0;10000;4000;Tarjeta
VEN00740;CLI146;10057;ALAMBRE CENTELSA N 14 ROJO;Diana Tobón;20/04/2026;10;2000;0;20000;8000;Transferencia
VEN00741;CLI180;10034;ALAMBRE PUA C16 X 400MT CORSAN;Milena Restrepo;10/06/2025;1;2000;0;2000;800;Efectivo
VEN00742;CLI011;11685;ACOPLE CAUCHO SUELTO LICUADORA OSTER;Carlos Mario Hoyos;30/08/2025;5;2000;0;10000;4000;Efectivo
VEN00743;CLI035;10010;ABRAZADERA TITAN 11/4A2 40-28;Andrés Cardona;21/06/2025;10;2000;0;20000;8000;Transferencia
VEN00744;CLI023;12241;ACOPLE SAMURAY CAUCHO ECONOMICO;Andrés Cardona;14/02/2026;5;2000;0;10000;4000;Transferencia
VEN00745;CLI296;10017;ACEITE USA1 X 70 CC;Andrés Cardona;14/01/2026;5;2000;0;10000;4000;Tarjeta
VEN00746;CLI295;10029;AEROGRAFO X 125 ML CHORRO DSF-1505 K3;Andrés Cardona;31/01/2026;3;2000;0;6000;2400;Tarjeta
VEN00747;CLI239;10020;ACOPLE LAVAMANOS CARDENAS LARGO;Andrés Cardona;11/01/2025;3;2000;0;6000;2400;Tarjeta
VEN00748;CLI224;10063;ALICATE FOCCI 8,5 DSF-1684;Carlos Mario Hoyos;18/09/2025;2;2000;0;4000;1600;Tarjeta
VEN00749;CLI096;10022;ACOPLE SANITARIO CARDENAS LARGO;Carlos Mario Hoyos;23/03/2026;5;2000;0;10000;4000;Efectivo
VEN00750;CLI128;12188;ACOPLE RAPIDO PISTOLA X 2 DORADO DSF-6035;Milena Restrepo;20/01/2025;5;2000;0;10000;4000;Efectivo
VEN00751;CLI064;10058;ALAMBRE CENTELSA N 14 VERDE;Carlos Mario Hoyos;2/04/2025;3;2000;0;6000;2400;Transferencia
VEN00752;CLI238;11700;"ADAPTADOR MACHO DE 1/2"" PVC LEO";Carlos Mario Hoyos;9/08/2025;2;2000;0;4000;1600;Efectivo
VEN00753;CLI287;10015;ABRAZADERA TITAN 31/2A45/16 40-56;Diana Tobón;13/01/2026;2;2000;0;4000;1600;Efectivo
VEN00754;CLI115;12178;ACOPLE RAPIDO PISTOLA PINTAR JUEGO X 5;Andrés Cardona;3/11/2025;3;2000;0;6000;2400;Tarjeta
VEN00755;CLI287;11703;"ADAPTADOR MACHO DE 11/2"" PVC LEO";Andrés Cardona;28/06/2025;10;2000;1000;19000;7000;Efectivo
VEN00756;CLI173;10059;ALCOHOL INDUSTRIAL X 500;Milena Restrepo;25/10/2025;1;2000;0;2000;800;Transferencia
VEN00757;CLI249;11699;ADAPTADOR HEMBRA DE 3/4 PVC LEO;Diana Tobón;28/04/2025;1;2000;0;2000;800;Efectivo
VEN00758;CLI143;11942;AGUA STOP CAUCHO GRIPLAS;Andrés Cardona;5/04/2025;10;2000;0;20000;8000;Transferencia
VEN00759;CLI173;11942;AGUA STOP CAUCHO GRIPLAS;Andrés Cardona;11/12/2025;1;2000;100;1900;700;Transferencia
VEN00760;CLI129;10053;ALAMBRE CENTELSA N 14 AMARILLO;Carlos Mario Hoyos;9/03/2025;3;2000;0;6000;2400;Efectivo
VEN00761;CLI270;12188;ACOPLE RAPIDO PISTOLA X 2 DORADO DSF-6035;Diana Tobón;18/02/2026;1;2000;0;2000;800;Transferencia
VEN00762;CLI041;11943;AGUA STOP PLASTGRIFOS;Carlos Mario Hoyos;24/01/2026;1;2000;0;2000;800;Efectivo
VEN00763;CLI248;10060;ALICATE  BICOLOR N 8;Andrés Cardona;15/11/2025;10;2000;0;20000;8000;Efectivo
VEN00764;CLI012;10062;ALICATE 8 NARANJA DSF-6050;Andrés Cardona;15/02/2026;1;2000;0;2000;800;Efectivo
VEN00765;CLI299;10986;AGUA STOP ARGOLLA GERFOR 581140;Andrés Cardona;21/06/2025;2;2000;0;4000;1600;Tarjeta
VEN00766;CLI019;11702;"ADAPTADOR MACHO DE 1"" LEO";Andrés Cardona;1/02/2025;5;2000;0;10000;4000;Tarjeta
VEN00767;CLI017;10034;ALAMBRE PUA C16 X 400MT CORSAN;Milena Restrepo;9/03/2025;2;2000;0;4000;1600;Transferencia
VEN00768;CLI250;10009;ABRAZADERA TITAN 11/8A17/8  40-24;Andrés Cardona;20/05/2025;5;2000;0;10000;4000;Tarjeta
VEN00769;CLI264;11830;ALQUITRAN POR KILO;Diana Tobón;8/04/2025;2;2000;0;4000;1600;Tarjeta
VEN00770;CLI102;10022;ACOPLE SANITARIO CARDENAS LARGO;Diana Tobón;7/01/2025;3;2000;0;6000;2400;Efectivo
VEN00771;CLI003;11943;AGUA STOP PLASTGRIFOS;Carlos Mario Hoyos;30/06/2025;10;2000;0;20000;8000;Efectivo
VEN00772;CLI242;10031;ALAMBRE PUA C 14 X 500MT;Carlos Mario Hoyos;28/04/2025;1;2000;0;2000;800;Efectivo
VEN00773;CLI099;12178;ACOPLE RAPIDO PISTOLA PINTAR JUEGO X 5;Andrés Cardona;29/07/2025;10;2000;0;20000;8000;Transferencia
VEN00774;CLI128;11702;"ADAPTADOR MACHO DE 1"" LEO";Andrés Cardona;22/09/2025;1;2000;0;2000;800;Efectivo
VEN00775;CLI215;10006;ABRAZADERA TITAN 3/4A1 40-12;Milena Restrepo;10/10/2025;10;2000;1000;19000;7000;Tarjeta
VEN00776;CLI290;10039;ALAMBRE CENTELSA N  8 ROJO;Carlos Mario Hoyos;21/04/2026;3;2000;300;5700;2100;Transferencia
VEN00777;CLI175;10044;ALAMBRE CENTELSA N 10 NEGRO;Diana Tobón;24/02/2025;2;2000;0;4000;1600;Transferencia
VEN00778;CLI287;12596;ADAPTADOR DE 1/2 EMT;Diana Tobón;28/02/2025;1;2000;0;2000;800;Tarjeta
VEN00779;CLI151;10878;ADAPTADOR HEMBRA 1/2 X 16MM PE AL PE;Diana Tobón;25/01/2026;1;10800;0;10800;9600;Transferencia
VEN00780;CLI031;10046;ALAMBRE CENTELSA N 10 VERDE;Andrés Cardona;23/12/2025;2;2000;0;4000;1600;Transferencia
VEN00781;CLI133;11703;"ADAPTADOR MACHO DE 11/2"" PVC LEO";Andrés Cardona;30/01/2026;2;2000;0;4000;1600;Transferencia
VEN00782;CLI161;10047;ALAMBRE CENTELSA N 12 AMARILLO;Carlos Mario Hoyos;16/07/2025;10;2000;0;20000;8000;Transferencia
VEN00783;CLI183;10033;ALAMBRE PUA C16 X 200MT CORSAN;Andrés Cardona;26/11/2025;2;2000;0;4000;1600;Transferencia
VEN00784;CLI113;10060;ALICATE  BICOLOR N 8;Carlos Mario Hoyos;5/11/2025;3;2000;0;6000;2400;Tarjeta
VEN00785;CLI236;10048;ALAMBRE CENTELSA N 12 AZUL;Andrés Cardona;24/01/2025;1;2000;0;2000;800;Transferencia
VEN00786;CLI136;10058;ALAMBRE CENTELSA N 14 VERDE;Carlos Mario Hoyos;2/05/2026;10;2000;0;20000;8000;Tarjeta
VEN00787;CLI185;10878;ADAPTADOR HEMBRA 1/2 X 16MM PE AL PE;Diana Tobón;15/01/2025;5;10800;0;54000;48000;Transferencia
VEN00788;CLI102;11830;ALQUITRAN POR KILO;Carlos Mario Hoyos;27/11/2025;5;2000;0;10000;4000;Transferencia
VEN00789;CLI188;12178;ACOPLE RAPIDO PISTOLA PINTAR JUEGO X 5;Carlos Mario Hoyos;31/03/2025;2;2000;0;4000;1600;Efectivo
VEN00790;CLI076;10002;ABRAZADERA TITAN 5/16-15/32 10-00;Carlos Mario Hoyos;24/07/2025;10;2000;0;20000;8000;Efectivo
VEN00791;CLI122;10045;ALAMBRE CENTELSA N 10 ROJO;Diana Tobón;6/12/2025;10;2000;0;20000;8000;Efectivo
VEN00792;CLI010;11696;ADAPTADOR PVC ALARGE 1/2 X 3/8;Diana Tobón;12/08/2025;10;2000;0;20000;8000;Tarjeta
VEN00793;CLI270;11701;"ADAPTADOR MACHO DE 3/4"" PVC LEO";Andrés Cardona;29/10/2025;3;2000;300;5700;2100;Efectivo
VEN00794;CLI102;10057;ALAMBRE CENTELSA N 14 ROJO;Diana Tobón;5/03/2026;2;2000;200;3800;1400;Transferencia
VEN00795;CLI200;10017;ACEITE USA1 X 70 CC;Carlos Mario Hoyos;10/04/2026;2;2000;0;4000;1600;Efectivo
VEN00796;CLI106;10028;AEROGRAFO LAPICERO X 4 HOPEX PROFESI;Milena Restrepo;16/05/2025;1;2000;0;2000;800;Tarjeta
VEN00797;CLI055;10055;ALAMBRE CENTELSA N 14 BLANCO;Milena Restrepo;3/06/2025;1;2000;0;2000;800;Transferencia
VEN00798;CLI046;10034;ALAMBRE PUA C16 X 400MT CORSAN;Diana Tobón;9/07/2025;3;2000;300;5700;2100;Tarjeta
VEN00799;CLI294;10031;ALAMBRE PUA C 14 X 500MT;Carlos Mario Hoyos;2/02/2026;1;2000;0;2000;800;Transferencia
VEN00800;CLI110;10020;ACOPLE LAVAMANOS CARDENAS LARGO;Diana Tobón;23/10/2025;3;2000;300;5700;2100;Transferencia
VEN00801;CLI114;10032;ALAMBRE PUA  C14 X 350MT CORSAN;Andrés Cardona;2/06/2025;3;2000;0;6000;2400;Tarjeta
VEN00802;CLI199;10020;ACOPLE LAVAMANOS CARDENAS LARGO;Andrés Cardona;1/01/2025;5;2000;0;10000;4000;Transferencia
VEN00803;CLI221;10986;AGUA STOP ARGOLLA GERFOR 581140;Carlos Mario Hoyos;31/03/2025;1;2000;0;2000;800;Transferencia
VEN00804;CLI299;10050;ALAMBRE CENTELSA N 12 NEGRO;Milena Restrepo;24/02/2026;10;2000;0;20000;8000;Tarjeta
VEN00805;CLI294;10059;ALCOHOL INDUSTRIAL X 500;Diana Tobón;22/03/2025;2;2000;0;4000;1600;Efectivo
VEN00806;CLI038;11704;"ADAPTADOR MACHO DE 2"" PVC LEO";Milena Restrepo;28/07/2025;3;2000;0;6000;2400;Tarjeta
VEN00807;CLI116;10037;ALAMBRE CENTELSA N  8 BLANCO;Andrés Cardona;8/05/2026;1;2000;0;2000;800;Transferencia
VEN00808;CLI234;10042;ALAMBRE CENTELSA N 10 AZUL;Milena Restrepo;8/03/2026;2;2000;0;4000;1600;Transferencia
VEN00809;CLI245;11830;ALQUITRAN POR KILO;Diana Tobón;27/03/2025;3;2000;0;6000;2400;Tarjeta
VEN00810;CLI280;10007;ABRAZADERA TITAN 29/32A1-3/8 40-16;Diana Tobón;8/01/2025;10;2000;0;20000;8000;Efectivo
VEN00811;CLI108;10019;ACOPLE LAVAMANO CORTO  CARDENAS;Carlos Mario Hoyos;16/01/2026;2;2000;0;4000;1600;Tarjeta
VEN00812;CLI283;10007;ABRAZADERA TITAN 29/32A1-3/8 40-16;Carlos Mario Hoyos;19/10/2025;3;2000;0;6000;2400;Transferencia
VEN00813;CLI003;10084;AGUAMONIACO  FRASCO X 480;Andrés Cardona;23/02/2026;5;3800;0;19000;13000;Efectivo
VEN00814;CLI247;10011;ABRAZADERA TITAN 13/4A21/2  40-32;Milena Restrepo;4/06/2025;5;2000;0;10000;4000;Transferencia
VEN00815;CLI230;10062;ALICATE 8 NARANJA DSF-6050;Carlos Mario Hoyos;13/05/2026;1;2000;0;2000;800;Tarjeta
VEN00816;CLI204;10052;ALAMBRE CENTELSA N 12 VERDE;Diana Tobón;29/07/2025;3;2000;300;5700;2100;Tarjeta
VEN00817;CLI017;11702;"ADAPTADOR MACHO DE 1"" LEO";Milena Restrepo;7/02/2025;1;2000;0;2000;800;Tarjeta
VEN00818;CLI045;11703;"ADAPTADOR MACHO DE 11/2"" PVC LEO";Milena Restrepo;3/01/2025;2;2000;0;4000;1600;Transferencia
VEN00819;CLI232;10009;ABRAZADERA TITAN 11/8A17/8  40-24;Carlos Mario Hoyos;2/11/2025;2;2000;0;4000;1600;Tarjeta
VEN00820;CLI256;12178;ACOPLE RAPIDO PISTOLA PINTAR JUEGO X 5;Milena Restrepo;1/03/2025;10;2000;0;20000;8000;Tarjeta
VEN00821;CLI153;10011;ABRAZADERA TITAN 13/4A21/2  40-32;Milena Restrepo;25/01/2025;10;2000;0;20000;8000;Tarjeta
VEN00822;CLI006;12595;ADAPTADOR DE 1 EMT;Carlos Mario Hoyos;27/05/2025;5;2000;0;10000;4000;Efectivo
VEN00823;CLI012;10015;ABRAZADERA TITAN 31/2A45/16 40-56;Milena Restrepo;29/04/2025;2;2000;0;4000;1600;Transferencia
VEN00824;CLI004;10003;ABRAZADERA TITAN 5/16A5/8 - 3/8  10-04;Andrés Cardona;25/03/2025;10;2000;0;20000;8000;Efectivo
VEN00825;CLI066;10046;ALAMBRE CENTELSA N 10 VERDE;Carlos Mario Hoyos;24/07/2025;10;2000;0;20000;8000;Transferencia
VEN00826;CLI156;10048;ALAMBRE CENTELSA N 12 AZUL;Carlos Mario Hoyos;29/03/2025;2;2000;0;4000;1600;Transferencia
VEN00827;CLI277;11696;ADAPTADOR PVC ALARGE 1/2 X 3/8;Diana Tobón;29/12/2025;10;2000;0;20000;8000;Transferencia
VEN00828;CLI001;12187;ACOPLE RAPIDO PISTOLA PINTAR;Diana Tobón;9/12/2025;5;2000;0;10000;4000;Transferencia
VEN00829;CLI298;11071;ACOPLE LAVAMANOS GRIVAL LARGO 60;Andrés Cardona;27/05/2025;10;2000;0;20000;8000;Transferencia
VEN00830;CLI221;10039;ALAMBRE CENTELSA N  8 ROJO;Diana Tobón;27/04/2026;2;2000;0;4000;1600;Efectivo
VEN00831;CLI241;10064;ALICATE STANLEY N 8 84-023;Andrés Cardona;15/01/2026;3;2000;0;6000;2400;Tarjeta
VEN00832;CLI196;10005;ABRAZADERA TITAN 1/2A3/4  40-06;Carlos Mario Hoyos;9/10/2025;2;2000;200;3800;1400;Efectivo
VEN00833;CLI026;10059;ALCOHOL INDUSTRIAL X 500;Milena Restrepo;14/06/2025;1;2000;100;1900;700;Efectivo
VEN00834;CLI018;11701;"ADAPTADOR MACHO DE 3/4"" PVC LEO";Carlos Mario Hoyos;16/03/2025;2;2000;200;3800;1400;Tarjeta
VEN00835;CLI239;10040;ALAMBRE CENTELSA N  8 VERDE;Milena Restrepo;11/08/2025;2;2000;0;4000;1600;Tarjeta
VEN00836;CLI163;10063;ALICATE FOCCI 8,5 DSF-1684;Diana Tobón;24/05/2025;1;2000;0;2000;800;Transferencia
VEN00837;CLI258;12596;ADAPTADOR DE 1/2 EMT;Andrés Cardona;4/05/2025;1;2000;0;2000;800;Efectivo
VEN00838;CLI002;12177;AGUJAS PISTOLA PINTAR;Andrés Cardona;4/05/2025;3;2000;0;6000;2400;Transferencia
VEN00839;CLI233;11060;AGUA STOP PASTA GRIVAL;Diana Tobón;19/04/2025;3;2000;0;6000;2400;Transferencia
VEN00840;CLI295;10013;ABRAZADERA TITAN 23/8A31/8  40-40;Diana Tobón;17/06/2025;1;2000;0;2000;800;Efectivo
VEN00841;CLI233;10030;AEROGRAFO X 150 ML ABANICO HOPEX F2;Carlos Mario Hoyos;23/05/2025;3;2000;0;6000;2400;Tarjeta
VEN00842;CLI255;10024;ACOPLE SANITARIO GRIPLAS;Milena Restrepo;22/01/2025;5;2000;0;10000;4000;Efectivo
VEN00843;CLI143;12188;ACOPLE RAPIDO PISTOLA X 2 DORADO DSF-6035;Carlos Mario Hoyos;16/02/2026;1;2000;0;2000;800;Transferencia
VEN00844;CLI027;11942;AGUA STOP CAUCHO GRIPLAS;Carlos Mario Hoyos;13/09/2025;2;2000;0;4000;1600;Efectivo
VEN00845;CLI029;11701;"ADAPTADOR MACHO DE 3/4"" PVC LEO";Carlos Mario Hoyos;26/02/2025;2;2000;200;3800;1400;Transferencia
VEN00846;CLI014;10033;ALAMBRE PUA C16 X 200MT CORSAN;Diana Tobón;26/03/2025;10;2000;0;20000;8000;Tarjeta
VEN00847;CLI102;10027;AEROGRAFO F75 400 ML DSF-1499;Andrés Cardona;10/03/2026;10;2000;0;20000;8000;Efectivo
VEN00848;CLI213;10038;ALAMBRE CENTELSA N  8 NEGRO;Diana Tobón;6/04/2026;2;2000;0;4000;1600;Efectivo
VEN00849;CLI157;11704;"ADAPTADOR MACHO DE 2"" PVC LEO";Carlos Mario Hoyos;24/05/2025;10;2000;1000;19000;7000;Tarjeta
VEN00850;CLI237;10042;ALAMBRE CENTELSA N 10 AZUL;Andrés Cardona;26/09/2025;5;2000;0;10000;4000;Efectivo
VEN00851;CLI270;10013;ABRAZADERA TITAN 23/8A31/8  40-40;Diana Tobón;11/03/2025;2;2000;0;4000;1600;Transferencia
VEN00852;CLI182;10002;ABRAZADERA TITAN 5/16-15/32 10-00;Milena Restrepo;15/05/2025;3;2000;0;6000;2400;Tarjeta
VEN00853;CLI102;12241;ACOPLE SAMURAY CAUCHO ECONOMICO;Carlos Mario Hoyos;25/06/2025;3;2000;0;6000;2400;Efectivo
VEN00854;CLI271;10020;ACOPLE LAVAMANOS CARDENAS LARGO;Diana Tobón;14/09/2025;10;2000;0;20000;8000;Transferencia
VEN00855;CLI155;10007;ABRAZADERA TITAN 29/32A1-3/8 40-16;Carlos Mario Hoyos;20/02/2025;10;2000;0;20000;8000;Efectivo
VEN00856;CLI146;11058;ACOPLE SANITARIO GRIVAL 40 CMS;Diana Tobón;15/04/2025;1;2000;0;2000;800;Tarjeta
VEN00857;CLI290;10001;ABRAZADERA 1/2 ECONOMICA;Milena Restrepo;14/04/2026;10;2000;0;20000;8000;Efectivo
VEN00858;CLI124;10001;ABRAZADERA 1/2 ECONOMICA;Carlos Mario Hoyos;1/06/2025;10;2000;0;20000;8000;Transferencia
VEN00859;CLI125;10878;ADAPTADOR HEMBRA 1/2 X 16MM PE AL PE;Milena Restrepo;13/03/2026;3;10800;0;32400;28800;Transferencia
VEN00860;CLI246;10058;ALAMBRE CENTELSA N 14 VERDE;Diana Tobón;12/01/2026;2;2000;0;4000;1600;Tarjeta
VEN00861;CLI194;11697;"ADAPTADOR HEMBRA DE 1"" PVC LEO";Carlos Mario Hoyos;24/02/2025;5;2000;0;10000;4000;Transferencia
VEN00862;CLI189;10053;ALAMBRE CENTELSA N 14 AMARILLO;Milena Restrepo;21/08/2025;10;2000;0;20000;8000;Efectivo
VEN00863;CLI056;10055;ALAMBRE CENTELSA N 14 BLANCO;Carlos Mario Hoyos;7/03/2025;5;2000;500;9500;3500;Transferencia
VEN00864;CLI076;12177;AGUJAS PISTOLA PINTAR;Andrés Cardona;27/11/2025;3;2000;0;6000;2400;Tarjeta
VEN00865;CLI116;10032;ALAMBRE PUA  C14 X 350MT CORSAN;Andrés Cardona;8/06/2025;3;2000;300;5700;2100;Tarjeta
VEN00866;CLI187;10014;ABRAZADERA TITAN 2-3/8A3-1/8  40-44;Andrés Cardona;14/07/2025;5;2000;0;10000;4000;Efectivo
VEN00867;CLI273;10029;AEROGRAFO X 125 ML CHORRO DSF-1505 K3;Diana Tobón;2/08/2025;10;2000;0;20000;8000;Tarjeta
VEN00868;CLI188;10047;ALAMBRE CENTELSA N 12 AMARILLO;Andrés Cardona;5/02/2026;10;2000;0;20000;8000;Transferencia
VEN00869;CLI286;11830;ALQUITRAN POR KILO;Andrés Cardona;1/05/2026;3;2000;0;6000;2400;Transferencia
VEN00870;CLI262;11699;ADAPTADOR HEMBRA DE 3/4 PVC LEO;Milena Restrepo;23/12/2025;1;2000;0;2000;800;Transferencia
VEN00871;CLI132;10014;ABRAZADERA TITAN 2-3/8A3-1/8  40-44;Andrés Cardona;20/03/2025;5;2000;0;10000;4000;Efectivo
VEN00872;CLI232;12241;ACOPLE SAMURAY CAUCHO ECONOMICO;Diana Tobón;4/02/2026;5;2000;0;10000;4000;Transferencia
